rootlength,Hair Root length,Sample,Genotype,Treatment
5.34,0.85,Col-0_GA,Col-0,GA
4.52,0.95,Col-0_GA,Col-0,GA
5.2,0.15,Col-0_GA,Col-0,GA
4.25,1.2,Col-0_GA,Col-0,GA
7.25,0.75,Col-0_GA,Col-0,GA
5.59,0.83,Col-0_GA,Col-0,GA
6.2,1.25,Col-0_GA,Col-0,GA
4.99,1.39,Col-0_GA,Col-0,GA
4.4,1.55,Col-0_GA,Col-0,GA
4.85,1.26,Col-0_GA,Col-0,GA
5.46,0.5,Col-0_GA,Col-0,GA
5.67,0.33,Col-0_GA,Col-0,GA
5.06,1.14,Col-0_GA,Col-0,GA
4.19,0.25,Col-0_GA,Col-0,GA
5.46,0.42,Col-0_GA,Col-0,GA
6.88,1.18,Col-0_GA,Col-0,GA
7.27,1.11,Col-0_GA,Col-0,GA
6.09,1.36,Col-0_GA,Col-0,GA
5.22,0.69,Col-0_GA,Col-0,GA
5.61,1.27,Col-0_GA,Col-0,GA
5.59,0.84,Col-0_GA,Col-0,GA
5.94,1.32,Col-0_GA,Col-0,GA
6.45,1.07,Col-0_GA,Col-0,GA
5.34,0.95,Col-0_GA,Col-0,GA
4.28,1.7,Col-0_GA,Col-0,GA
5.24,1.09,Col-0_GA,Col-0,GA
5.18,0.64,Col-0_GA,Col-0,GA
6.05,0.63,Col-0_GA,Col-0,GA
5.22,1.14,Col-0_GA,Col-0,GA
6.55,0.63,Col-0_GA,Col-0,GA
5.4,1.24,Col-0_GA,Col-0,GA
5.84,0.4,Col-0_GA,Col-0,GA
5.21,1.01,Col-0_GA,Col-0,GA
4.91,1.31,Col-0_GA,Col-0,GA
6.88,0.94,Col-0_GA,Col-0,GA
5.52,1.15,Col-0_GA,Col-0,GA
5.97,0.73,Col-0_GA,Col-0,GA
4.7,0.96,Col-0_GA,Col-0,GA
4.95,1.02,Col-0_GA,Col-0,GA
6.25,0.65,Col-0_GA,Col-0,GA
5.39,1.12,Col-0_GA,Col-0,GA
5.49,0.44,Col-0_GA,Col-0,GA
4.3,0.73,Col-0_GA,Col-0,GA
4.94,1.03,Col-0_GA,Col-0,GA
4.88,0.94,Col-0_GA,Col-0,GA
4.37,1.39,Col-0_GA,Col-0,GA
4.41,0.31,Col-0_GA,Col-0,GA
6.36,1.2,Col-0_GA,Col-0,GA
5.33,0.83,Col-0_GA,Col-0,GA
5.63,1.04,Col-0_GA,Col-0,GA
4.86,0.86,Col-0_GA,Col-0,GA
6.37,0.98,Col-0_GA,Col-0,GA
4.78,0.98,Col-0_GA,Col-0,GA
5.09,0.84,Col-0_GA,Col-0,GA
4.27,0.58,Col-0_GA,Col-0,GA
4.58,1.16,Col-0_GA,Col-0,GA
5.92,0.41,Col-0_GA,Col-0,GA
5.27,0.69,Col-0_GA,Col-0,GA
6.13,0.23,Col-0_GA,Col-0,GA
5.76,0.59,Col-0_GA,Col-0,GA
5.61,1.49,Col-0_GA,Col-0,GA
5.16,1.52,Col-0_GA,Col-0,GA
6.85,1.22,Col-0_GA,Col-0,GA
5.16,0.9,Col-0_GA,Col-0,GA
4.57,0.6,Col-0_GA,Col-0,GA
5.59,0.72,Col-0_GA,Col-0,GA
6.37,0.75,Col-0_GA,Col-0,GA
4.26,0.41,Col-0_GA,Col-0,GA
5.18,0.95,Col-0_GA,Col-0,GA
6.57,0.88,Col-0_GA,Col-0,GA
5.87,1.35,Col-0_GA,Col-0,GA
6.12,1.49,Col-0_GA,Col-0,GA
6.11,1.3,Col-0_GA,Col-0,GA
4.59,1.01,Col-0_GA,Col-0,GA
6.25,0.87,Col-0_GA,Col-0,GA
4.7,0.53,Col-0_GA,Col-0,GA
5.61,0.72,Col-0_GA,Col-0,GA
3.41,0.78,Col-0_GA,Col-0,GA
5.94,1.14,Col-0_GA,Col-0,GA
4.11,0.97,Col-0_GA,Col-0,GA
5.32,1.06,Col-0_GA,Col-0,GA
5.41,0.63,Col-0_GA,Col-0,GA
4.48,0.79,Col-0_GA,Col-0,GA
5.59,0.81,Col-0_GA,Col-0,GA
4.99,0.41,Col-0_GA,Col-0,GA
5.94,0.97,Col-0_GA,Col-0,GA
5.91,1.11,Col-0_GA,Col-0,GA
5.95,0.9,Col-0_GA,Col-0,GA
6.6,0.77,Col-0_GA,Col-0,GA
4.45,1.21,Col-0_GA,Col-0,GA
5.55,1.35,Col-0_GA,Col-0,GA
4.33,1.28,Col-0_GA,Col-0,GA
3.91,0.95,Col-0_GA,Col-0,GA
3.71,1.05,Col-0_GA,Col-0,GA
4.48,0.75,Col-0_GA,Col-0,GA
6.33,0.81,Col-0_GA,Col-0,GA
5.47,0.88,Col-0_GA,Col-0,GA
5.48,1.83,Col-0_GA,Col-0,GA
3.79,1.12,Col-0_GA,Col-0,GA
4.95,0.6,Col-0_GA,Col-0,GA
5.83,0.8,Col-0_GA,Col-0,GA
6.68,0.93,Col-0_GA,Col-0,GA
5.17,1.11,Col-0_GA,Col-0,GA
5.57,1.1,Col-0_GA,Col-0,GA
6.91,1.26,Col-0_GA,Col-0,GA
5.79,0.75,Col-0_GA,Col-0,GA
6.44,1.32,Col-0_GA,Col-0,GA
6.81,0.87,Col-0_GA,Col-0,GA
3.93,1.34,Col-0_GA,Col-0,GA
5.34,0.67,Col-0_GA,Col-0,GA
5.83,0.33,Col-0_GA,Col-0,GA
2.7,0.87,Col-0_GA,Col-0,GA
5.74,1.33,Col-0_GA,Col-0,GA
5.35,0.54,Col-0_GA,Col-0,GA
5.12,1.27,Col-0_GA,Col-0,GA
5.9,1.05,Col-0_GA,Col-0,GA
4.42,0.51,Col-0_GA,Col-0,GA
5.71,0.28,Col-0_GA,Col-0,GA
5.9,1.01,Col-0_GA,Col-0,GA
5.16,1.05,Col-0_GA,Col-0,GA
6.48,1.15,Col-0_GA,Col-0,GA
5.76,0.13,Col-0_GA,Col-0,GA
4.48,1.23,Col-0_GA,Col-0,GA
6.11,0.93,Col-0_GA,Col-0,GA
3.77,0.97,Col-0_GA,Col-0,GA
6.44,0.4,Col-0_GA,Col-0,GA
4.86,0.46,Col-0_GA,Col-0,GA
5.63,1.16,Col-0_GA,Col-0,GA
7.46,1.58,Col-0_GA,Col-0,GA
6.45,0.88,Col-0_GA,Col-0,GA
4.5,1.31,Col-0_GA,Col-0,GA
5.3,1.45,Col-0_GA,Col-0,GA
8.29,0.86,Col-0_GA,Col-0,GA
5.67,0.91,Col-0_GA,Col-0,GA
4.46,1.3,Col-0_GA,Col-0,GA
4.92,0.58,Col-0_GA,Col-0,GA
5.74,1.55,Col-0_GA,Col-0,GA
5.52,1.29,Col-0_GA,Col-0,GA
4.94,0.52,Col-0_GA,Col-0,GA
6.39,1.28,Col-0_GA,Col-0,GA
6.82,1.91,Col-0_GA,Col-0,GA
6.65,0.56,Col-0_GA,Col-0,GA
5.83,0.78,Col-0_GA,Col-0,GA
5.74,1.35,Col-0_GA,Col-0,GA
5.15,0.79,Col-0_GA,Col-0,GA
5.85,1.3,Col-0_GA,Col-0,GA
4.47,0.41,Col-0_GA,Col-0,GA
4.27,0.72,Col-0_GA,Col-0,GA
6.27,1.05,Col-0_GA,Col-0,GA
5.3,0.88,Col-0_GA,Col-0,GA
6.94,1.52,Col-0_GA,Col-0,GA
4.14,0.63,Col-0_GA,Col-0,GA
4.98,0.37,Col-0_GA,Col-0,GA
5.48,0.58,Col-0_GA,Col-0,GA
5.33,0.58,Col-0_GA,Col-0,GA
6.21,0.76,Col-0_GA,Col-0,GA
5.85,0.74,Col-0_GA,Col-0,GA
5.39,1.08,Col-0_GA,Col-0,GA
5.26,1.63,Col-0_GA,Col-0,GA
5.14,1.19,Col-0_GA,Col-0,GA
5.88,0.77,Col-0_GA,Col-0,GA
4.5,1.25,Col-0_GA,Col-0,GA
6.15,1.03,Col-0_GA,Col-0,GA
4.96,0.48,Col-0_GA,Col-0,GA
4.74,1.01,Col-0_GA,Col-0,GA
7.04,0.86,Col-0_GA,Col-0,GA
6.09,1.64,Col-0_GA,Col-0,GA
5.24,1.51,Col-0_GA,Col-0,GA
6.61,0.75,Col-0_GA,Col-0,GA
5.26,1.22,Col-0_GA,Col-0,GA
7.07,1,Col-0_GA,Col-0,GA
5.91,0.83,Col-0_GA,Col-0,GA
4.2,0.45,Col-0_GA,Col-0,GA
5.38,1.57,Col-0_GA,Col-0,GA
6.73,2.04,Col-0_GA,Col-0,GA
5.25,0.47,Col-0_GA,Col-0,GA
5.93,0.57,Col-0_GA,Col-0,GA
5.71,1.11,Col-0_GA,Col-0,GA
4.45,1.46,Col-0_GA,Col-0,GA
5.41,1.17,Col-0_GA,Col-0,GA
4.95,0.64,Col-0_GA,Col-0,GA
7.21,1.01,Col-0_GA,Col-0,GA
5.46,1.3,Col-0_GA,Col-0,GA
5.96,0.81,Col-0_GA,Col-0,GA
6.08,0.91,Col-0_GA,Col-0,GA
6.47,0.48,Col-0_GA,Col-0,GA
7.19,1.61,Col-0_GA,Col-0,GA
5.34,1.26,Col-0_GA,Col-0,GA
5.69,0.97,Col-0_GA,Col-0,GA
4.54,1.61,Col-0_GA,Col-0,GA
5.95,1.07,Col-0_GA,Col-0,GA
5.08,1.04,Col-0_GA,Col-0,GA
5.73,0.79,Col-0_GA,Col-0,GA
6.67,0.68,Col-0_GA,Col-0,GA
6.96,0.65,Col-0_GA,Col-0,GA
6.79,1.2,Col-0_GA,Col-0,GA
2.58,0.98,Col-0_GA,Col-0,GA
6.52,2.03,Col-0_GA,Col-0,GA
6.68,0.94,Col-0_GA,Col-0,GA
6.63,0.6,Col-0_GA,Col-0,GA
6.18,1.12,Col-0_GA,Col-0,GA
3.66,0.85,Col-0_GA,Col-0,GA
5.61,0.35,Col-0_GA,Col-0,GA
4.3,0.55,Col-0_GA,Col-0,GA
5.36,1.13,Col-0_GA,Col-0,GA
6.42,0.74,Col-0_GA,Col-0,GA
6.3,1.49,Col-0_GA,Col-0,GA
4.67,1.48,Col-0_GA,Col-0,GA
6.39,0.91,Col-0_GA,Col-0,GA
5.24,1,Col-0_GA,Col-0,GA
5.45,1.07,Col-0_GA,Col-0,GA
6.03,0.42,Col-0_GA,Col-0,GA
3.99,0.48,Col-0_GA,Col-0,GA
4.88,1.62,Col-0_GA,Col-0,GA
5.43,1.22,Col-0_GA,Col-0,GA
3.83,0.46,Col-0_GA,Col-0,GA
3.98,1.96,Col-0_GA,Col-0,GA
5.78,1.32,Col-0_GA,Col-0,GA
6.38,1.15,Col-0_GA,Col-0,GA
7.31,0.97,Col-0_GA,Col-0,GA
4.65,0.81,Col-0_GA,Col-0,GA
5.98,1.9,Col-0_GA,Col-0,GA
5.87,0.75,Col-0_GA,Col-0,GA
4.38,0.16,Col-0_GA,Col-0,GA
6.68,0.58,Col-0_GA,Col-0,GA
5.91,0.85,Col-0_GA,Col-0,GA
5.5,0.7,Col-0_GA,Col-0,GA
7.32,0.91,Col-0_GA,Col-0,GA
7.35,0.85,Col-0_GA,Col-0,GA
4.73,1.23,Col-0_GA,Col-0,GA
4.19,0.63,Col-0_GA,Col-0,GA
4.48,1.7,Col-0_GA,Col-0,GA
5.04,1.39,Col-0_GA,Col-0,GA
5.91,0.32,Col-0_GA,Col-0,GA
6.2,1.5,Col-0_GA,Col-0,GA
6.15,1.68,Col-0_GA,Col-0,GA
5.77,1.55,Col-0_GA,Col-0,GA
4.69,0.47,Col-0_GA,Col-0,GA
5.56,1.2,Col-0_GA,Col-0,GA
5.61,1.64,Col-0_GA,Col-0,GA
4.48,1.46,Col-0_GA,Col-0,GA
5.55,0.74,Col-0_GA,Col-0,GA
4.62,1.16,Col-0_GA,Col-0,GA
6.87,0.66,Col-0_GA,Col-0,GA
5.72,1.3,Col-0_GA,Col-0,GA
6.02,1.52,Col-0_GA,Col-0,GA
3.17,1.45,Col-0_GA,Col-0,GA
5.28,0.71,Col-0_GA,Col-0,GA
3.93,1.31,Col-0_GA,Col-0,GA
5.63,1.62,Col-0_GA,Col-0,GA
4.69,1.01,Col-0_GA,Col-0,GA
4.97,1.44,Col-0_GA,Col-0,GA
5.4,1.71,Col-0_GA,Col-0,GA
4.52,0.8,Col-0_GA,Col-0,GA
3,1.41,Col-0_GA,Col-0,GA
6.15,0.45,Col-0_GA,Col-0,GA
5.42,1.34,Col-0_GA,Col-0,GA
4.31,1.02,Col-0_GA,Col-0,GA
7.68,1.12,Col-0_GA,Col-0,GA
4.48,0.81,Col-0_GA,Col-0,GA
4.76,0.48,Col-0_GA,Col-0,GA
5.84,1.44,Col-0_GA,Col-0,GA
5.58,1.14,Col-0_GA,Col-0,GA
6.95,0.66,Col-0_GA,Col-0,GA
5.12,1.45,Col-0_GA,Col-0,GA
5.36,0.79,Col-0_GA,Col-0,GA
5.15,1.07,Col-0_GA,Col-0,GA
6.02,0.6,Col-0_GA,Col-0,GA
4.2,0.92,Col-0_GA,Col-0,GA
6.61,1.08,Col-0_GA,Col-0,GA
5.76,0.76,Col-0_GA,Col-0,GA
5.4,1.06,Col-0_GA,Col-0,GA
6.87,1.23,Col-0_GA,Col-0,GA
4.95,0.68,Col-0_GA,Col-0,GA
5.37,1.15,Col-0_GA,Col-0,GA
4.6,0.41,Col-0_GA,Col-0,GA
4.2,0.97,Col-0_GA,Col-0,GA
4.46,0.72,Col-0_GA,Col-0,GA
5.65,1.21,Col-0_GA,Col-0,GA
5.83,0.75,Col-0_GA,Col-0,GA
6.16,1.13,Col-0_GA,Col-0,GA
6.76,1.02,Col-0_GA,Col-0,GA
5.68,0.86,Col-0_GA,Col-0,GA
6.65,0.74,Col-0_GA,Col-0,GA
4.77,0.46,Col-0_GA,Col-0,GA
5.74,1.63,Col-0_GA,Col-0,GA
3.98,0.55,Col-0_GA,Col-0,GA
6.08,1.16,Col-0_GA,Col-0,GA
5.01,1.82,Col-0_GA,Col-0,GA
6.27,1.35,Col-0_GA,Col-0,GA
5.48,0.75,Col-0_GA,Col-0,GA
4.06,-0.08,Col-0_GA,Col-0,GA
5.29,1.02,Col-0_GA,Col-0,GA
6.38,1.12,Col-0_GA,Col-0,GA
4.1,3.28,Col-0_Mock,Col-0,Mock
5.38,2.72,Col-0_Mock,Col-0,Mock
5.01,2.28,Col-0_Mock,Col-0,Mock
3.27,2.74,Col-0_Mock,Col-0,Mock
3.83,1.8,Col-0_Mock,Col-0,Mock
4.85,3.22,Col-0_Mock,Col-0,Mock
3.69,2.88,Col-0_Mock,Col-0,Mock
3.13,2.17,Col-0_Mock,Col-0,Mock
4.29,2.54,Col-0_Mock,Col-0,Mock
3.95,2.5,Col-0_Mock,Col-0,Mock
1.72,1.95,Col-0_Mock,Col-0,Mock
4.35,2.66,Col-0_Mock,Col-0,Mock
4.23,2.85,Col-0_Mock,Col-0,Mock
4.96,2.35,Col-0_Mock,Col-0,Mock
3.31,2.13,Col-0_Mock,Col-0,Mock
5.54,2.73,Col-0_Mock,Col-0,Mock
3.51,2.35,Col-0_Mock,Col-0,Mock
3.01,2.64,Col-0_Mock,Col-0,Mock
3.33,3.03,Col-0_Mock,Col-0,Mock
3.98,1.98,Col-0_Mock,Col-0,Mock
4.53,2.31,Col-0_Mock,Col-0,Mock
3.86,2.49,Col-0_Mock,Col-0,Mock
2.63,2.74,Col-0_Mock,Col-0,Mock
4.07,1.98,Col-0_Mock,Col-0,Mock
3.92,2.29,Col-0_Mock,Col-0,Mock
4.4,2.24,Col-0_Mock,Col-0,Mock
1.16,2.2,Col-0_Mock,Col-0,Mock
6.39,1.8,Col-0_Mock,Col-0,Mock
3.6,2.68,Col-0_Mock,Col-0,Mock
5.68,2.36,Col-0_Mock,Col-0,Mock
3.82,2.61,Col-0_Mock,Col-0,Mock
3.56,1.88,Col-0_Mock,Col-0,Mock
3.56,2.23,Col-0_Mock,Col-0,Mock
3.95,2.34,Col-0_Mock,Col-0,Mock
3.57,2.52,Col-0_Mock,Col-0,Mock
4.86,2.5,Col-0_Mock,Col-0,Mock
2.09,2.69,Col-0_Mock,Col-0,Mock
3.31,2.32,Col-0_Mock,Col-0,Mock
5.19,1.44,Col-0_Mock,Col-0,Mock
4.07,3.48,Col-0_Mock,Col-0,Mock
5.52,1.84,Col-0_Mock,Col-0,Mock
5.26,2.16,Col-0_Mock,Col-0,Mock
1.96,2.39,Col-0_Mock,Col-0,Mock
3.71,2.8,Col-0_Mock,Col-0,Mock
3.58,2.01,Col-0_Mock,Col-0,Mock
5.25,2.13,Col-0_Mock,Col-0,Mock
3.17,2.09,Col-0_Mock,Col-0,Mock
4.1,2.72,Col-0_Mock,Col-0,Mock
4.25,2.57,Col-0_Mock,Col-0,Mock
4.54,2.97,Col-0_Mock,Col-0,Mock
6.25,2.38,Col-0_Mock,Col-0,Mock
3.67,2.07,Col-0_Mock,Col-0,Mock
4.63,2.52,Col-0_Mock,Col-0,Mock
4.95,3.33,Col-0_Mock,Col-0,Mock
1.89,1.55,Col-0_Mock,Col-0,Mock
3.66,2.42,Col-0_Mock,Col-0,Mock
5.33,2.05,Col-0_Mock,Col-0,Mock
2.44,2.7,Col-0_Mock,Col-0,Mock
4.63,2.53,Col-0_Mock,Col-0,Mock
4.17,2.5,Col-0_Mock,Col-0,Mock
4.9,2.36,Col-0_Mock,Col-0,Mock
4.19,2.07,Col-0_Mock,Col-0,Mock
3.2,2.52,Col-0_Mock,Col-0,Mock
4.76,2.37,Col-0_Mock,Col-0,Mock
4.15,2.18,Col-0_Mock,Col-0,Mock
5.63,2.44,Col-0_Mock,Col-0,Mock
5.6,2.29,Col-0_Mock,Col-0,Mock
5.15,3.59,Col-0_Mock,Col-0,Mock
4.64,2.39,Col-0_Mock,Col-0,Mock
3.97,3.28,Col-0_Mock,Col-0,Mock
5.4,3.2,Col-0_Mock,Col-0,Mock
3.14,1.78,Col-0_Mock,Col-0,Mock
4.01,1.2,Col-0_Mock,Col-0,Mock
5.95,2.39,Col-0_Mock,Col-0,Mock
6,2.31,Col-0_Mock,Col-0,Mock
5.27,3.01,Col-0_Mock,Col-0,Mock
3.04,1.77,Col-0_Mock,Col-0,Mock
1.51,1.66,Col-0_Mock,Col-0,Mock
4.48,3.09,Col-0_Mock,Col-0,Mock
4.71,2.3,Col-0_Mock,Col-0,Mock
3.8,1.96,Col-0_Mock,Col-0,Mock
5.43,2.44,Col-0_Mock,Col-0,Mock
5.46,2.56,Col-0_Mock,Col-0,Mock
5.11,2.82,Col-0_Mock,Col-0,Mock
5.01,3.6,Col-0_Mock,Col-0,Mock
5.51,1.91,Col-0_Mock,Col-0,Mock
4.82,2.06,Col-0_Mock,Col-0,Mock
4.92,1.84,Col-0_Mock,Col-0,Mock
3.22,2.46,Col-0_Mock,Col-0,Mock
5.12,2.13,Col-0_Mock,Col-0,Mock
4.87,2.18,Col-0_Mock,Col-0,Mock
3.89,2.17,Col-0_Mock,Col-0,Mock
4.39,2.93,Col-0_Mock,Col-0,Mock
2.63,2.79,Col-0_Mock,Col-0,Mock
4.7,2.15,Col-0_Mock,Col-0,Mock
5.34,2.1,Col-0_Mock,Col-0,Mock
2.82,3.11,Col-0_Mock,Col-0,Mock
3.01,3.04,Col-0_Mock,Col-0,Mock
4.46,2.75,Col-0_Mock,Col-0,Mock
3.82,2.66,Col-0_Mock,Col-0,Mock
2.94,2.29,Col-0_Mock,Col-0,Mock
4.16,2.65,Col-0_Mock,Col-0,Mock
4.65,1.61,Col-0_Mock,Col-0,Mock
5.7,1.68,Col-0_Mock,Col-0,Mock
2.64,1.68,Col-0_Mock,Col-0,Mock
3.76,2.56,Col-0_Mock,Col-0,Mock
4.12,2.02,Col-0_Mock,Col-0,Mock
4.47,2.96,Col-0_Mock,Col-0,Mock
3.81,2.69,Col-0_Mock,Col-0,Mock
4.42,2.03,Col-0_Mock,Col-0,Mock
3.47,2.72,Col-0_Mock,Col-0,Mock
5.06,2.35,Col-0_Mock,Col-0,Mock
2.89,2.3,Col-0_Mock,Col-0,Mock
3.14,1.76,Col-0_Mock,Col-0,Mock
4.49,3.16,Col-0_Mock,Col-0,Mock
2.09,1.64,Col-0_Mock,Col-0,Mock
4.96,2.54,Col-0_Mock,Col-0,Mock
2.95,2.38,Col-0_Mock,Col-0,Mock
3.47,2.84,Col-0_Mock,Col-0,Mock
5.68,2.62,Col-0_Mock,Col-0,Mock
4.02,2.73,Col-0_Mock,Col-0,Mock
1.9,2.22,Col-0_Mock,Col-0,Mock
3.25,2.04,Col-0_Mock,Col-0,Mock
4.69,1.2,Col-0_Mock,Col-0,Mock
4.45,2.73,Col-0_Mock,Col-0,Mock
4.29,1.98,Col-0_Mock,Col-0,Mock
5.37,2.46,Col-0_Mock,Col-0,Mock
3.91,2.23,Col-0_Mock,Col-0,Mock
4.74,2.31,Col-0_Mock,Col-0,Mock
4.68,2.09,Col-0_Mock,Col-0,Mock
2.64,2.7,Col-0_Mock,Col-0,Mock
4.82,2.55,Col-0_Mock,Col-0,Mock
2.97,2.59,Col-0_Mock,Col-0,Mock
2.79,2.96,Col-0_Mock,Col-0,Mock
2.24,2.45,Col-0_Mock,Col-0,Mock
4.09,2.76,Col-0_Mock,Col-0,Mock
2.4,2.78,Col-0_Mock,Col-0,Mock
5.94,2.96,Col-0_Mock,Col-0,Mock
4.77,2.5,Col-0_Mock,Col-0,Mock
3.77,2.35,Col-0_Mock,Col-0,Mock
3.49,2.77,Col-0_Mock,Col-0,Mock
4.22,2.61,Col-0_Mock,Col-0,Mock
2.85,2.27,Col-0_Mock,Col-0,Mock
1.87,2.55,Col-0_Mock,Col-0,Mock
3.64,3.17,Col-0_Mock,Col-0,Mock
1.48,2.85,Col-0_Mock,Col-0,Mock
2.68,2.77,Col-0_Mock,Col-0,Mock
4.58,2.32,Col-0_Mock,Col-0,Mock
4.45,3.01,Col-0_Mock,Col-0,Mock
5,1.21,Col-0_Mock,Col-0,Mock
3.38,2.28,Col-0_Mock,Col-0,Mock
5.22,1.96,Col-0_Mock,Col-0,Mock
4.87,2.6,Col-0_Mock,Col-0,Mock
4.99,1.74,Col-0_Mock,Col-0,Mock
4.73,1.89,Col-0_Mock,Col-0,Mock
4.54,2.72,Col-0_Mock,Col-0,Mock
4.11,1.66,Col-0_Mock,Col-0,Mock
3.33,2.6,Col-0_Mock,Col-0,Mock
4.99,2.74,Col-0_Mock,Col-0,Mock
4.91,2.29,Col-0_Mock,Col-0,Mock
4.45,1.84,Col-0_Mock,Col-0,Mock
4.13,2.99,Col-0_Mock,Col-0,Mock
3.64,2.68,Col-0_Mock,Col-0,Mock
5.57,2.02,Col-0_Mock,Col-0,Mock
2.7,2.42,Col-0_Mock,Col-0,Mock
1.71,3.56,Col-0_Mock,Col-0,Mock
3.62,2.14,Col-0_Mock,Col-0,Mock
3.5,1.59,Col-0_Mock,Col-0,Mock
4.28,2.63,Col-0_Mock,Col-0,Mock
6.08,2.78,Col-0_Mock,Col-0,Mock
4.42,2.43,Col-0_Mock,Col-0,Mock
5.81,2.3,Col-0_Mock,Col-0,Mock
3.22,2.1,Col-0_Mock,Col-0,Mock
5.31,2.12,Col-0_Mock,Col-0,Mock
2.73,1.5,Col-0_Mock,Col-0,Mock
1.92,3.68,Col-0_Mock,Col-0,Mock
5.35,2.64,Col-0_Mock,Col-0,Mock
3.96,1.7,Col-0_Mock,Col-0,Mock
5.69,3.11,Col-0_Mock,Col-0,Mock
3.5,2.37,Col-0_Mock,Col-0,Mock
4.1,1.98,Col-0_Mock,Col-0,Mock
2.63,3.77,Col-0_Mock,Col-0,Mock
5.28,1.96,Col-0_Mock,Col-0,Mock
4,3,Col-0_Mock,Col-0,Mock
4.06,3.55,Col-0_Mock,Col-0,Mock
5.09,1.45,Col-0_Mock,Col-0,Mock
4.92,2.46,Col-0_Mock,Col-0,Mock
4.3,2.07,Col-0_Mock,Col-0,Mock
3.35,2.31,Col-0_Mock,Col-0,Mock
2.49,2.48,Col-0_Mock,Col-0,Mock
4.71,2.41,Col-0_Mock,Col-0,Mock
4.09,3.19,Col-0_Mock,Col-0,Mock
4.57,2.83,Col-0_Mock,Col-0,Mock
2.85,1.8,Col-0_Mock,Col-0,Mock
2.18,2.94,Col-0_Mock,Col-0,Mock
3.85,2.27,Col-0_Mock,Col-0,Mock
3.91,2.57,Col-0_Mock,Col-0,Mock
3.94,1.97,Col-0_Mock,Col-0,Mock
2.69,2.52,Col-0_Mock,Col-0,Mock
3.89,2.24,Col-0_Mock,Col-0,Mock
3.45,2.47,Col-0_Mock,Col-0,Mock
5.22,2.38,Col-0_Mock,Col-0,Mock
5.13,3.11,Col-0_Mock,Col-0,Mock
2.26,1.87,Col-0_Mock,Col-0,Mock
4.66,2.53,Col-0_Mock,Col-0,Mock
4.6,2.55,Col-0_Mock,Col-0,Mock
3.7,2.99,Col-0_Mock,Col-0,Mock
5.58,2.19,Col-0_Mock,Col-0,Mock
3.47,2.32,Col-0_Mock,Col-0,Mock
4.83,3.86,Col-0_Mock,Col-0,Mock
4.7,2.2,Col-0_Mock,Col-0,Mock
5.05,3.33,Col-0_Mock,Col-0,Mock
4.46,2,Col-0_Mock,Col-0,Mock
3.77,2.61,Col-0_Mock,Col-0,Mock
3.46,1.92,Col-0_Mock,Col-0,Mock
4.28,2,Col-0_Mock,Col-0,Mock
4.48,2.35,Col-0_Mock,Col-0,Mock
2.77,2.05,Col-0_Mock,Col-0,Mock
3.6,2.52,Col-0_Mock,Col-0,Mock
3.33,2.36,Col-0_Mock,Col-0,Mock
5.28,2.8,Col-0_Mock,Col-0,Mock
5.05,2.54,Col-0_Mock,Col-0,Mock
3.89,3.1,Col-0_Mock,Col-0,Mock
4.18,2.1,Col-0_Mock,Col-0,Mock
4.75,2.48,Col-0_Mock,Col-0,Mock
3.67,3.74,Col-0_Mock,Col-0,Mock
4.26,3.12,Col-0_Mock,Col-0,Mock
2.05,2.55,Col-0_Mock,Col-0,Mock
4.11,2.71,Col-0_Mock,Col-0,Mock
3.75,2.01,Col-0_Mock,Col-0,Mock
4.67,2.17,Col-0_Mock,Col-0,Mock
3.81,3.08,Col-0_Mock,Col-0,Mock
2.84,1.83,Col-0_Mock,Col-0,Mock
2.77,2.84,Col-0_Mock,Col-0,Mock
3.72,3.42,Col-0_Mock,Col-0,Mock
4.96,1.9,Col-0_Mock,Col-0,Mock
3.31,2.22,Col-0_Mock,Col-0,Mock
4.43,1.96,Col-0_Mock,Col-0,Mock
3.71,2.98,Col-0_Mock,Col-0,Mock
5.6,2.46,Col-0_Mock,Col-0,Mock
4.54,2.56,Col-0_Mock,Col-0,Mock
4.65,2.24,Col-0_Mock,Col-0,Mock
5.24,2.22,Col-0_Mock,Col-0,Mock
3.16,2.79,Col-0_Mock,Col-0,Mock
2.79,3.44,Col-0_Mock,Col-0,Mock
4.23,1.83,Col-0_Mock,Col-0,Mock
3.51,2.37,Col-0_Mock,Col-0,Mock
3.75,2.86,Col-0_Mock,Col-0,Mock
3.72,2.19,Col-0_Mock,Col-0,Mock
3.58,2.38,Col-0_Mock,Col-0,Mock
2.84,2.58,Col-0_Mock,Col-0,Mock
3.57,2.95,Col-0_Mock,Col-0,Mock
4.58,2.39,Col-0_Mock,Col-0,Mock
4.65,1.99,Col-0_Mock,Col-0,Mock
2.8,2.31,Col-0_Mock,Col-0,Mock
3.23,1.74,Col-0_Mock,Col-0,Mock
2.74,2.18,Col-0_Mock,Col-0,Mock
3.36,2.18,Col-0_Mock,Col-0,Mock
3.36,2.73,Col-0_Mock,Col-0,Mock
4.75,2.69,Col-0_Mock,Col-0,Mock
4.33,1.76,Col-0_Mock,Col-0,Mock
3.08,2.49,Col-0_Mock,Col-0,Mock
4.41,2.69,Col-0_Mock,Col-0,Mock
3.61,2.43,Col-0_Mock,Col-0,Mock
4.42,2.93,Col-0_Mock,Col-0,Mock
4.25,1.74,Col-0_Mock,Col-0,Mock
